,OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,TaxParcelIdentificationNumber,CouncilDistrictCode,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,YearsENERGYSTARCertified,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),OtherFuelUse(kBtu),TotalGHGEmissions,GHGEmissionsIntensity,DefaultData,Comments,ComplianceStatus,Outlier,ZipCode,Latitude,Longitude,Address,PropertyGFATotal_calc,BuildingAge,MeanGFAperFloor,ParkingGFARatio,Certified,CertifiedPreviousYear,NbYearsCertified,SteamUse(ratio),Electricity(ratio),NaturalGas(ratio),OtherFuelUse(ratio),SteamUse(bins),Electricity(bins),NaturalGas(bins),OtherFuelUse(bins),EnergyProfile,MainEnergy,ExtsurfVolRatio,SiteEnergyUseWN(kBtu)_log,TotalGHGEmissions_log
6272,34891,2015,NonResidential,Supermarket/Grocery Store,QFC,1333100000,1,SOUTHWEST,2008,1.0,1.0,37864,0,37864,"('Supermarket/Grocery Store',)",Supermarket/Grocery Store,37864.0,None,0.0,None,0.0,(),57.0,218.9,231.4,541.5,546.4,8287091.0,8762301.0,0.0,1654901.0,5646757.0,26403.0,2640334.0,0.0,179.59,4.1,False,,Compliant,,98116,47.56159544,-122.38541678,4550 42ND AVE SW,37864.0,7,18932.0,0.0,False,False,0,0.0,0.6813919383774113,0.3186080616225887,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.14018222974676184,15.985969099653403,5.190676475030645
6274,34908,2016,NonResidential,Supermarket / Grocery Store,70500887 -- BROADWAY MARKET,6850700315,3,EAST,1950,1.0,2.0,66497,0,66497,"('Supermarket/Grocery Store',)",Supermarket/Grocery Store,66497.0,None,0.0,None,0.0,"('2013',)",84.0,139.6999969,139.6999969,433.70001219999995,433.70001219999995,9290212.0,9290214.0,0.0,2676731.75,9133009.0,1572.034546,157203.0,0.0,72.02,1.08,False,,Compliant,,98122.0,47.62256,-122.32092,509-23 BROADWAY E,66497.0,66,22165.666666666668,0.0,False,False,1,0.0,0.98307864233884,0.01692135766115994,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.10094109987442614,16.044472146046775,4.276943858220729
6276,35391,2016,NonResidential,Retail Store,LUMEN COMMERCIAL,4458720000,7,MAGNOLIA / QUEEN ANNE,2006,1.0,4.0,34010,0,34010,"('Retail Store',)",Retail Store,38428.0,None,0.0,None,0.0,(),,92.69999695,94.0,290.89999389999997,295.10000610000003,3560614.0,3611326.75,0.0,1043556.188,3560614.0,0.0,0.0,0.0,24.82,0.73,False,,Compliant,,98109.0,47.62473,-122.34727,500 MERCER ST,38428.0,10,6802.0,0.0,False,False,0,0.0,1.0,0.0,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.09294443762413339,15.09958578356547,3.211649779776461
6278,35392,2015,NonResidential,Supermarket/Grocery Store,QFC AT 500 MERCER,4458720010,7,MAGNOLIA / QUEEN ANNE,2006,1.0,4.0,45980,0,45980,"('Supermarket/Grocery Store',)",Supermarket/Grocery Store,45980.0,None,0.0,None,0.0,"('2013',)",81.0,182.3,195.7,430.5,440.1,8381962.0,9000402.0,0.0,1541778.0,5260765.0,31212.0,3121197.0,0.0,202.44,3.91,False,,Compliant,,98109,47.62500763,-122.34687042,500 MERCER ST,45980.0,9,9196.0,0.0,False,False,1,0.0,0.627629306837707,0.37237069316229304,0.0,(s),e,n,(o),(s)en(o),Electricity,0.08615639605727386,16.012779800969636,5.310443546345877
6284,36034,2015,NonResidential,Retail Store,HARVARD MARKET LLC,3148650000,3,EAST,1996,1.0,3.0,45743,0,45743,"('Retail Store',)",Retail Store,45243.0,None,0.0,None,0.0,(),85.0,127.4,125.5,346.4,339.2,5762789.0,5680182.0,0.0,1349095.0,4603303.0,11595.0,1159486.0,0.0,93.67,1.61,True,,Compliant,,98122,47.61378327,-122.3212131,1401 BROADWAY,45243.0,19,11435.75,0.0,False,False,0,0.0,0.798797769621619,0.20120223037838103,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.09296038381355842,15.552493832437513,4.539777967221039
6288,36587,2015,NonResidential,Other,EAST MADISON YMCA,9828200095,3,CENTRAL,1991,1.0,1.0,45000,0,45000,"('Fitness Center/Health Club/Gym', ' Swimming Pool')",Fitness Center/Health Club/Gym,45000.0,Swimming Pool,0.0,None,0.0,(),,78.4,89.2,130.5,140.5,3528272.0,4012889.0,0.0,304187.0,1037929.0,24903.0,2490343.0,0.0,139.5,3.0,False,,Compliant,,98122,47.61674563,-122.3019429,2300 E OLIVE ST,45000.0,24,22500.0,0.0,False,False,0,0.0,0.2941748822086279,0.7058251177913721,0.0,(s),(e),N,(o),(s)(e)N(o),NaturalGas,0.13777777777777778,15.205021988761846,4.93806460126142
6289,37008,2016,NonResidential,Other,CENTURYLINK FIELD EVENT CENTER,7666204876,2,GREATER DUWAMISH,1999,1.0,6.0,333698,0,333698,"('Other - Entertainment/Public Assembly', ' Parking')",Parking,432903.0,Other - Entertainment/Public Assembly,333698.0,None,0.0,(),,41.09999847,43.90000153,102.0999985,105.0,13730204.0,14658050.0,0.0,2755550.0,9401937.0,43282.66797,4328267.0,0.0,295.42,0.89,False,,Compliant,,98134.0,47.59544,-122.33158999999999,1000 OCCIDENTAL AVE.,766601.0,17,47671.142857142855,0.0,False,False,0,0.0,0.6847630960180927,0.31523690398190735,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.05006631606962888,16.50050023056868,5.688398072612454
6292,37248,2015,NonResidential,Non-Refrigerated Warehouse,RAINIER MALT HOUSE,3466800063,2,GREATER DUWAMISH,1904,1.0,4.0,72859,0,72859,"('Non-Refrigerated Warehouse',)",Non-Refrigerated Warehouse,72859.0,None,0.0,None,0.0,(),54.0,20.9,22.2,62.1,66.1,1524557.0,1617283.0,0.0,409736.0,1398078.0,1265.0,126479.0,0.0,16.46,0.14,False,,Compliant,,98108,47.55098663,-122.31855601,5840 AIRPORT WAY S,72859.0,111,14571.8,0.0,False,False,0,0.0,0.9170388512859802,0.08296114871401987,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.07758069690552999,14.296258138706554,2.800933195248924
6294,39332,2016,SPS-District K-12,K-12 School,SOUTH SHORE K-8,2123700250,2,SOUTHEAST,2009,1.0,2.0,138705,0,138705,"('K-12 School',)",K-12 School,138705.0,None,0.0,None,0.0,(),84.0,35.79999924,38.5,82.80000305,85.69999695,4959298.0,5344758.0,0.0,880538.0,3004396.0,19549.02148,1954902.0,0.0,124.77,0.9,True,,Error - Correct Default Data,,98118.0,47.523740000000004,-122.27201000000001,4800 S. HENDERSON,138705.0,7,46235.0,0.0,False,False,0,0.0,0.6058107417622414,0.39418925823775863,0.0,(s),e,n,(o),(s)en(o),Electricity,0.092676713161894,15.491626825457455,4.82647204242293
6299,40008,2016,NonResidential,Mixed Use Property,(ID#40008) KC METRO TRANSIT POWER DISTRIBUTION,7666205180,2,GREATER DUWAMISH,2004,1.0,3.0,21947,0,21947,"('Office', ' Other', ' Parking')",Other,14877.0,Office,12023.0,Parking,4920.0,(),,57.79999924,61.59999847,136.0,139.3000031,1554599.0,1658135.375,0.0,284170.9063,969591.0,5850.080078,585008.0,0.0,37.83,1.72,False,,Compliant,,98134.0,47.5823,-122.32937,2255 4TH AVE S,31820.0,12,5486.75,0.0,False,False,0,0.0,0.6236920260465882,0.37630797395341176,0.0,(s),e,n,(o),(s)en(o),Electricity,0.10955663052515358,14.321204260922036,3.6331024386449378
6302,40028,2016,NonResidential,Warehouse,SANDPOINT #5,225049077,4,NORTHEAST,1940,1.0,0.0,384772,0,384772,"('Non-Refrigerated Warehouse', ' Office')",Non-Refrigerated Warehouse,349953.0,Office,63872.0,None,0.0,(),69.0,36.70000076,39.0,84.09999847,86.5,15206760.0,16139557.0,0.0,2642108.0,9014872.0,61918.87891,6191888.0,0.0,391.7,1.02,False,,Compliant,,98115.0,47.684540000000005,-122.26235,7561 63RD AVE NE,413825.0,76,384772.0,0.0,False,False,0,0.0,0.5928200353000902,0.4071799646999098,0.0,(s),e,n,(o),(s)en(o),Electricity,0.22867071564122834,16.59678377309358,5.970496240671785
6304,40031,2016,NonResidential,Medical Office,SANDPOINT #25,225049077,4,NORTHEAST,1960,1.0,0.0,30287,0,30287,"('Medical Office',)",Medical Office,28050.0,None,0.0,None,0.0,(),32.0,78.19999695,81.30000305,217.39999390000003,220.60000609999997,2193115.0,2279632.5,0.0,532064.6875,1815405.0,3777.100342,377710.0,0.0,32.72,1.08,False,,Compliant,,98115.0,47.6824,-122.26223,6222 NE 74TH ST,28050.0,56,30287.0,0.0,False,False,0,0.0,0.8277746493001963,0.17222535069980371,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.24520655296806412,14.639524803728527,3.487986511734546
6306,40034,2016,NonResidential,Small- and Mid-Sized Office,SANDPOINT #29,225049077,4,NORTHEAST,1960,1.0,0.0,21931,0,21931,"('Office',)",Office,31845.0,Office,31845.0,None,0.0,(),32.0,124.0,134.8000031,221.89999390000003,233.3000031,3947210.0,4292216.0,0.0,409903.5,1398591.0,25486.18555,2548619.0,0.0,145.11,6.62,False,,Compliant,,98115.0,47.68254,-122.26298999999999,6200 NE 74TH ST,63690.0,56,21931.0,0.0,False,False,0,0.0,0.35432394020080005,0.6456760597992,0.0,(s),e,n,(o),(s)en(o),NaturalGas,0.2492326071794197,15.272313707654662,4.977492075503002
6307,40067,2015,NonResidential,Small- and Mid-Sized Office,OLYMPIC BLOCK BUILDING-COMMERCIAL,5247800440,7,DOWNTOWN,1985,1.0,6.0,70796,0,70796,"('Office', ' Parking')",Office,73617.0,Parking,18364.0,None,0.0,(),64.0,59.6,62.4,187.1,196.1,4385694.0,4596919.0,0.0,1285320.0,4385694.0,0.0,0.0,0.0,30.57,0.17,True,,Compliant,,98104,47.6015358,-122.33378601,102 1ST AVE S,91981.0,30,10113.714285714286,0.0,False,False,0,0.0,1.0,0.0,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.07152052461604633,15.340896854446049,3.420019135902743
6309,40348,2015,NonResidential,Retail Store,BROADWAY MARKET AND HARVARD APTS,6850700316 and 6850700315,3,EAST,1916,1.0,2.0,140823,59401,81422,"('Retail Store',)",Retail Store,157610.0,None,0.0,None,0.0,(),30.0,86.2,86.2,267.2,267.2,13586624.0,13586070.0,0.0,3905440.0,13325914.0,2607.0,260710.0,0.0,106.74,0.35,False,,Compliant,,98102,47.6221168,-122.32099883,401 BROADWAY E,157610.0,99,27140.666666666668,0.42181319812814666,False,False,0,0.0,0.9808112743828047,0.019188725617195264,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.09253628986009549,16.424555561082837,4.6703959709057985
6313,40447,2015,Nonresidential COS,Mixed Use Property,SPU OPERATIONS CONTROL CENTER (OCC) COMPLEX,7666203010,2,GREATER DUWAMISH,1966,1.0,1.0,87458,0,87458,"('Data Center', ' Distribution Center', ' Office', ' Other')",Office,41097.0,Distribution Center,39772.0,Other,6275.0,(),,99.3,115.6,201.0,218.0,8688843.0,10110619.0,0.0,1185441.0,4044893.0,46440.0,4643950.0,0.0,274.84,2.94,False,,Compliant,,98134,47.57910641,-122.3199294,2700 AIRPORT WAY S,87144.0,49,43729.0,0.0,False,False,0,0.0,0.46552722842385347,0.5344727715761466,0.0,(s),e,n,(o),(s)en(o),NaturalGas,0.13023936019126647,16.129096815630795,5.616189110162875
6323,41928,2016,NonResidential,Supermarket / Grocery Store,SAFEWAY 1586 - 15TH AVE,6798100875,5,NORTH,2011,1.0,1.0,51400,0,51400,"('Parking', ' Supermarket/Grocery Store')",Supermarket/Grocery Store,51841.0,Parking,0.0,None,0.0,(),74.0,225.6999969,233.0,514.7999878,522.4000244,11702958.0,12081430.0,0.0,2019099.75,6889168.0,48137.89844,4813790.0,0.0,303.69,5.91,False,,Compliant,,98115.0,47.71864,-122.31200000000001,12318 15TH AVE NE,51841.0,5,25700.0,0.0,False,False,0,0.0,0.5886689501919088,0.41133104980809126,0.0,(s),e,n,(o),(s)en(o),Electricity,0.13606242557318335,16.307180120948324,5.71600744427877
6329,42069,2015,NonResidential,Small- and Mid-Sized Office,NORTH POINTE NON RESIDENTIAL SECTION,6147900000,4,LAKE UNION,1993,1.0,1.0,26263,0,26263,"('Office',)",Office,26263.0,None,0.0,None,0.0,(),54.0,69.3,72.8,217.7,228.7,1821122.0,1912815.0,0.0,533718.0,1821122.0,0.0,0.0,0.0,12.7,0.19,False,,Compliant,,98103,47.64759569,-122.3335592,2101 N 34TH ST,26263.0,22,13131.5,0.0,False,False,0,0.0,1.0,0.0,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.14601733117377788,14.464086537002656,2.5416019934645457
6346,43948,2016,Nonresidential COS,Other,GEORGETOWN STEAMPLANT,,2,GREATER DUWAMISH,1906,1.0,2.0,39212,0,39212,"('Other',)",Other,39212.0,None,0.0,None,0.0,(),,1.7999999519999998,1.7999999519999998,5.8000001910000005,5.8000001910000005,72371.0,72370.39844,0.0,21210.59961,72371.0,0.0,0.0,0.0,0.5,0.01,False,,Not Compliant,low,98108.0,47.542770000000004,-122.31626000000001,6605 13TH AVENUE SOUTH,39212.0,110,13070.666666666666,0.0,False,False,0,0.0,1.0,0.0,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.10906142988751445,11.18955263344126,-0.6931471805599453
6353,45927,2016,NonResidential,Laboratory,REASEARCH AND TRAINING BUILDING,8590900220,3,EAST,2000,1.0,8.0,178000,0,178000,"('Laboratory',)",Laboratory,181930.0,None,0.0,None,0.0,(),,292.2000122,302.7000122,587.2000122000001,594.4000244,53166153.0,55068016.0,31030194.0,6487678.5,22135959.0,0.0,0.0,0.0,2549.47,14.32,False,,Compliant,,98104.0,47.60427,-122.32311000000001,300 NINTH AVENUE,181930.0,16,19777.777777777777,0.0,False,False,0,0.5836456513977981,0.41635434860220183,0.0,0.0,s,e,(n),(o),se(n)(o),Steam,0.05313408581308999,17.824079633714796,7.843640773412838
6357,48287,2016,NonResidential,Large Office,CENTRAL LINK OPERATIONS AND MAINTENANCE FACILITY,7666203110,2,GREATER DUWAMISH,2005,1.0,4.0,162157,0,162157,"('Office', ' Other - Services')",Office,88698.0,Other - Services,72726.0,None,0.0,(),,251.60000609999997,255.39999390000003,718.7999877999999,722.7000122000001,40613732.0,41225944.0,0.0,10290406.0,35110865.0,55028.671879999994,5502867.0,0.0,537.03,3.31,False,,Compliant,,98134.0,47.5735,-122.32238999999998,3407 AIRPORT WAY SOUTH,161424.0,11,32431.4,0.0,False,False,0,0.0,0.8645072311995362,0.13549276880046385,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.06665590631163631,17.534578324874264,6.28605395887021
6362,49687,2015,NonResidential,Supermarket/Grocery Store,SAFEWAY #1885,8681450000,7,MAGNOLIA / QUEEN ANNE,2003,1.0,4.0,33997,0,33997,"('Parking', ' Supermarket/Grocery Store')",Supermarket/Grocery Store,33997.0,Parking,30000.0,None,0.0,(),23.0,269.4,275.4,798.5,817.2,9159533.0,9361202.0,0.0,2458319.0,8388133.0,7714.0,771400.0,0.0,99.44,1.86,False,,Compliant,,98119,47.62392426,-122.35764313,516 1ST AVE W,63997.0,12,6799.4,0.0,False,False,0,0.0,0.9157817325402944,0.08421826745970565,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.09295370961356134,16.052084259012204,4.599554447202456
6365,49695,2016,NonResidential,Large Office,CITY PLACE V - SEDO,1986200350,7,LAKE UNION,2012,1.0,11.0,526423,0,526423,"('Office', ' Other', ' Parking')",Office,400536.0,Parking,182439.0,Other,7177.0,(),97.0,42.79999924,42.79999924,129.8999939,129.8999939,17463742.0,17463744.0,0.0,4855051.0,16565434.0,8983.080078,898308.0,0.0,163.19,0.31,False,,Compliant,,98109.0,47.62037,-122.33627,207 BOREN AVE. NORTH,590152.0,4,43868.583333333336,0.0,False,False,0,0.0,0.9485615396746012,0.05143846032539876,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.037616311725426364,16.675637518377954,5.094915166142843
6368,49697,2015,NonResidential,Mixed Use Property,PRUDENTIAL BUILDING,5247800025,7,DOWNTOWN,1902,1.0,6.0,74211,0,74211,"('Multifamily Housing', ' Office', ' Parking')",Office,33279.0,Multifamily Housing,29878.0,Parking,8421.0,(),97.0,22.0,24.2,69.2,76.0,1391627.0,1527750.0,0.0,407846.0,1391627.0,0.0,0.0,0.0,9.7,0.05,True,,Compliant,,98104,47.60120521,-122.3351985,114 ALASKAN WAY S,71578.0,113,10601.57142857143,0.0,False,False,0,0.0,1.0,0.0,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.07059458673716719,14.239306622757162,2.272125885509337
6371,49699,2016,NonResidential,Warehouse,21615-SEATTLE/10020 MARTINLUTHERKING,323049141,2,SOUTHEAST,1988,1.0,2.0,45700,0,45700,"('Non-Refrigerated Warehouse',)",Non-Refrigerated Warehouse,293707.0,None,0.0,None,0.0,(),99.0,5.3000001910000005,5.3000001910000005,15.80000019,15.80000019,1544194.0,1547490.125,0.0,422506.9063,1441594.0,1025.9997560000002,102600.0,0.0,15.5,0.34,False,,Compliant,,98178.0,47.510979999999996,-122.27816999999999,10020 MARTIN LUTHER KING JR WAY S,293707.0,28,15233.333333333334,0.0,False,False,0,0.0,0.9335575711341969,0.06644242886580314,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.10648284183175219,14.252144902260431,2.740840023925201
6373,49703,2015,SPS-District K-12,K-12 School,BLAINE K-8 SCHOOL & MAGNOLIA COMMUNITY CENTER (SPS-DISTRICT),2225039016,7,MAGNOLIA / QUEEN ANNE,1952,1.0,1.0,116101,0,116101,"('K-12 School',)",K-12 School,117299.0,None,0.0,None,0.0,(),65.0,54.6,73.6,80.8,103.0,6344225.0,8547373.0,0.0,381374.0,1301302.0,50429.0,5042923.0,0.0,276.9,2.34,False,,Compliant,,98199,47.64166106,-122.3985587,2550 34TH AVE W,117299.0,63,58050.5,0.0,False,False,0,0.0,0.20511599131493602,0.7948840086850639,0.0,(s),(e),N,(o),(s)(e)N(o),NaturalGas,0.1277129811161753,15.961134542239554,5.623656430176916
6378,49705,2016,Nonresidential COS,Other,MAGNUSON,225049062,4,NORTHEAST,1929,8.0,0.0,502030,0,502030,"('Other - Recreation',)",Other - Recreation,564258.0,None,0.0,None,0.0,(),,32.70000076,36.59999847,69.0,74.30000305,18470339.0,20672948.0,0.0,2743225.0,9359884.0,91104.54688,9110455.0,0.0,549.11,1.09,False,,Compliant,,98115.0,47.68212,-122.2633,7400 SAND POINT WAY NE,564258.0,87,502030.0,0.0,False,False,0,0.0,0.5067521500282155,0.4932478499717845,0.0,(s),e,n,(o),(s)en(o),Electricity,1.7834231834622536,16.844336543646094,6.30829878573801
6383,49709,2016,NonResidential,Other,"SEATTLE PROCURE MANAGEMENT, LLC.",3026049128,5,NORTHWEST,2012,1.0,2.0,53575,0,53575,"('Urgent Care/Clinic/Other Outpatient',)",Urgent Care/Clinic/Other Outpatient,53575.0,None,0.0,None,0.0,(),,593.5999756,593.5999756,1527.300049,1527.300049,31803566.0,31803568.0,0.0,6791757.5,23173477.0,86300.89063,8630089.0,0.0,619.9,11.57,False,,Compliant,,98013.0,47.71286,-122.33635,1570 NORTH 115TH STREET,53575.0,4,17858.333333333332,0.0,False,False,0,0.0,0.7286439828791527,0.2713560171208474,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.10400633544284846,17.275089042714175,6.429558174707874
6387,49712,2016,NonResidential,Large Office,HOME PLATE CENTER,7666207075,2,GREATER DUWAMISH,2012,1.0,6.0,157345,0,157345,"('Office',)",Office,157345.0,None,0.0,None,0.0,(),63.0,73.90000153,74.09999847,228.8000031,229.10000609999997,11624547.0,11666007.0,0.0,3336922.0,11385578.0,2389.690186,238969.0,0.0,92.07,0.59,False,,Compliant,,98134.0,47.58995,-122.33471999999999,1501 1ST AVE S,157345.0,4,22477.85714285714,0.0,False,False,0,0.0,0.979442725811165,0.02055727418883506,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.058425829798828925,16.27218978632983,4.522549157299754
6391,49715,2016,NonResidential,Residence Hall,ELM HALL,1142002135,4,NORTHEAST,2012,1.0,5.0,136758,0,136758,"('Residence Hall/Dormitory',)",Residence Hall/Dormitory,207017.0,None,0.0,None,0.0,(),90.0,30.29999924,32.20000076,66.40000153,70.09999847,6275368.0,6662918.5,0.0,1002526.313,3420620.0,28547.476560000003,2854748.0,0.0,175.46,1.28,False,,Compliant,,98195.0,47.656420000000004,-122.31475,1218 NE CAMPUS PKWY,207017.0,4,22793.0,0.0,False,False,0,0.0,0.5450867582586392,0.45491324174136083,0.0,(s),e,n,(o),(s)en(o),Electricity,0.06353175166166372,15.712068159742415,5.167411096700238
6392,49716,2016,NonResidential,Residence Hall,ALDER HALL,1142002345,4,NORTHEAST,2012,1.0,7.0,192259,0,192259,"('Residence Hall/Dormitory', ' Supermarket/Grocery Store')",Residence Hall/Dormitory,188118.0,Supermarket/Grocery Store,7000.0,None,0.0,(),72.0,44.90000153,47.59999847,110.6999969,116.40000149999999,8767617.0,9286532.0,0.0,1738490.25,5931729.0,28358.878910000003,2835888.0,0.0,191.97,1.0,False,,Compliant,,98195.0,47.65599,-122.31385,1315 NE CAMPUS PARKWAY,195118.0,4,24032.375,0.0,False,False,0,0.0,0.6765497397981687,0.3234502602018314,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.05358026937457096,16.04407573646587,5.257339109819479
6395,49718,2016,Nonresidential COS,Other,SOUTH TRANSFER STATION,2924049006,1,GREATER DUWAMISH,2012,2.0,2.0,137138,0,137138,"('Other - Utility',)",Other - Utility,138602.0,None,0.0,None,0.0,(),,39.5,40.20000076,124.0,126.3000031,5475366.0,5574345.0,0.0,1604738.125,5475366.0,0.0,0.0,0.0,38.17,0.28,False,,Compliant,,98108.0,47.53246,-122.33304,130 SOUTH KENYON ST.,138602.0,4,45712.666666666664,0.0,False,False,0,0.0,1.0,0.0,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.1668567663833992,15.53368537961887,3.6420498667571386
6404,49725,2016,NonResidential,Other,VM SEATTLE HOSPITAL & MEDICAL CENTER - JONES PAVILION,8590901075,3,EAST,2012,1.0,7.0,267470,0,267470,"('Hospital (General Medical & Surgical)', ' Other')",Other,160482.0,Hospital (General Medical & Surgical),106988.0,None,0.0,(),,159.1999969,159.6999969,363.7000122,361.39999389999997,42343769.0,42715544.0,18547858.0,6974182.5,23795911.0,0.0,0.0,0.0,1597.56,5.97,False,,Compliant,,98101.0,47.60989,-122.32659,1010 SPRING ST,267470.0,4,33433.75,0.0,False,False,0,0.43803039828599105,0.561969601714009,0.0,0.0,s,e,(n),(o),se(n)(o),Electricity,0.04965375416722695,17.570073440059744,7.376232744231826
6414,49732,2016,NonResidential,Hospital,SEATTLE CHILDREN'S HOSPITAL BUILDING HOPE,1025049265,4,NORTHEAST,2013,1.0,8.0,330000,0,330000,"('Hospital (General Medical & Surgical)',)",Hospital (General Medical & Surgical),241500.0,None,0.0,None,0.0,(),58.0,239.1999969,239.1999969,490.8999938999999,490.8999938999999,57764406.0,57764408.0,0.0,8119308.5,27703081.0,300613.25,30061325.0,0.0,1789.69,5.42,False,,Compliant,,98145.0,47.662009999999995,-122.28386,4500 40TH AVE NE,241500.0,3,36666.666666666664,0.0,False,False,0,0.0,0.479587395047393,0.520412604952607,0.0,(s),e,n,(o),(s)en(o),NaturalGas,0.0455806767393751,17.871883365426417,7.489797699479117
6423,49737,2016,NonResidential,Retail Store,MARQUEEN / MQH,701100-0000,7,MAGNOLIA / QUEEN ANNE,1918,1.0,3.0,43832,0,43832,"('Hotel', ' Parking', ' Retail Store')",Retail Store,24588.0,Hotel,17558.0,Parking,1686.0,(),67.0,92.19999695,96.90000153,163.5,165.8999939,3886545.0,4085534.75,0.0,393837.5,1343774.0,25427.71094,2542771.0,0.0,144.41,3.29,False,,Compliant,,98109.0,47.625029999999995,-122.35642,600 QUEEN ANNE AVE N,43832.0,98,10958.0,0.0,False,False,0,0.0,0.3457502743439224,0.6542497256560775,0.0,(s),e,n,(o),(s)en(o),NaturalGas,0.09376707816245969,15.222963183461584,4.972656476138474
6425,49738,2015,NonResidential,Other,JEFFERSON SQUARE (RETAIL PORTION),7579200260,1,SOUTHWEST,1987,1.0,6.0,146363,0,146363,"('Strip Mall',)",Strip Mall,146363.0,None,0.0,None,0.0,(),,80.6,85.3,176.6,179.2,11799372.0,12488556.0,0.0,1886487.0,6436961.0,53624.0,5362411.0,0.0,329.67,2.06,False,,Compliant,,98116,47.55989777,-122.3846207,4100 SW EDMUNDS ST,146363.0,28,20909.0,0.0,False,False,0,0.0,0.5455342030067363,0.4544657969932637,0.0,(s),e,n,(o),(s)en(o),Electricity,0.05940865487455934,16.34032326292813,5.798092154126943
6436,49775,2015,NonResidential,Supermarket/Grocery Store,SVF ADMIRAL SAFEWAY 2932,2301550010,1,SOUTHWEST,2011,1.0,1.0,80980,0,80980,"('Supermarket/Grocery Store',)",Supermarket/Grocery Store,67263.0,None,0.0,None,0.0,(),80.0,222.7,234.7,516.2,528.7,14981491.0,15785865.0,0.0,2662800.0,9085851.0,58956.0,5895640.0,0.0,376.46,4.17,False,,Compliant,,98116,47.58017175,-122.38652922,2622 CALIFORNIA AVE SW,67263.0,4,40490.0,0.0,False,False,0,0.0,0.6064717457027474,0.3935282542972525,0.0,(s),e,n,(o),(s)en(o),Electricity,0.13098972521250773,16.574625477332503,5.9308117998960315
6438,49776,2015,NonResidential,Large Office,MARKET PLACE TOWER,1977200471,7,DOWNTOWN,1988,1.0,13.0,358259,149326,208933,"('Data Center', ' Multifamily Housing', ' Office', ' Other', ' Parking')",Office,194687.0,Parking,149326.0,Multifamily Housing,38225.0,"('2016', '2009', '2008')",81.0,62.5,66.7,188.8,199.6,14935835.0,15934393.0,0.0,4129655.0,14090968.0,8449.0,844867.0,0.0,143.1,0.23,False,,Compliant,low,98121,47.61131062,-122.3439771,2025 1ST AVE,382238.0,27,14923.785714285714,0.4168101848104304,False,False,3,0.0,0.9434335609626111,0.056566439037388935,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.04087793501424423,16.58399041285828,4.963543686562405
6443,49778,2016,NonResidential,Worship Facility,CENTER FOR SPIRITUAL LIVING,1025049006,4,NORTHEAST,2008,1.0,2.0,70292,0,70292,"('Worship Facility',)",Worship Facility,70292.0,None,0.0,None,0.0,(),37.0,27.5,30.5,58.0,61.09999847,1933811.0,2145036.25,0.0,286556.6875,977731.0,9560.799805,956080.0,0.0,57.59,0.82,False,,Compliant,,98105.0,47.6709,-122.27054,5801 SAND POINT WAY NE,70292.0,8,23430.666666666668,0.0,False,False,0,0.0,0.5055980134563305,0.49440198654366946,0.0,(s),e,n,(o),(s)en(o),Electricity,0.1002057743626639,14.578667009968354,4.053348941518581
